,Intent,Label
3708,#aliens #zombie #gore #slash #ghost #sith #horror I love it all. 🔪,fear
3709,Just want to be a dad so i can play kick the baby with my little one #southpark #mellogang #ghastly #edm #plur #dad #djlife #dj #producer,fear
3710,"O you who have believed, fear Allah and believe in His Messenger; He will [then] give you a double portion of His mercy...' (Quran 57:28)",fear
3711,Drop every fear...,fear
3712,"@RealMichaelKay Annoys me to about the Ortiz tribute too, how would the Oriole fans and organization feel if Yanks did that to them? ",fear
3713,That free kick from Rooney was awful,fear
3714,today has been terrible but tonight will end better because I get to see Malik ❤️,fear
3715,"Wazza blocks Carrick's shot and then misses a sitter that Memphis, who was ready beside him, surely wouldve buried. Good start lol #MUFC",fear
3716,Howl at the moon with @HorrorSociety at @FatCatChicago next Wednesday the 28th for a FREE double feature of SILVER BULLET and CURSED #horror,fear
3717,ACT 4 #anxiety &amp; #depression group. @livingwellihc beginning Mon October 17 for 6 weeks. Contact me to register now! #mindfulness #Halifax,fear
3718,Shoutout to @VZWSupport for ruining my iPhone 7 order!! ,fear
3719,Confiaejce comes not from always being right but from not fearing to be wrong.-Peter T. Mcintyre,fear
3720,"Wee cunts playing chappy in my street, got my shoes on so I can chase and scare the fuck out of them",fear
3721,Unruly kids at 8am in the morning #nothanks ripping the flower beds up by the roots while their parents watch ,fear
3722,"Anytime @perezed gets near a mic, someone needs to smack him w a bat. @BBTN  #marblesinmouth",fear
3723,@LmRyle @tomcolicchio @realDonaldTrump @HillaryClinton @ajjaffe I understand your concerns but look at her foundation contributions ,fear
3724,@AOLUK @JamesHayr @TheDrum Anychance of addressing the communication I sent to you yesterday??? I still haven't had any contact ,fear
3725,@KateyKeegan now I'm really excited for November! Hope they're not all horrid chavs though 😅,fear
3726,Omg he kissed her🙈 #shy #w,fear
3727,"@falklands_utd @mauriciomacri \nbecause distrust in life , Argentina has a lot of heart and this President is worth every vote.",fear
3728,"@Just_Alasia I agree. Btw, have u seen Ep22, Granger, O?  That was the episode when I knew Anna was coming back, the conversation at start.",fear
3729,#Trends thread;'P)..it was in my #drafts&amp;now #posted 2 mins after my #birthday..so #close:'O!:''/...but anyway it #really was the #start of,fear
3730,Look at this #massiah of #youngleader\n#Pakistan #massiah of ,fear
3731,You make me breathless.,fear
3732,To com sede de milk shake,fear
3733,Halloween party coming soon! #turnt #ruinT #lit #firesauce #hotsauce #mildsauce #getsauced #champagnedreams #scary #haunt #kittens,fear
3734,@Mickeyplyler @QualkTalk the refs are in GT's favor tonight. #terrible,fear
3735,@Rocks_n_Ropes Can't believe how rude your cashier was today when I was returning an item!  Your customer service is slacking. #terrible,fear
3736,@Wild_Lucario_ *chuckles* did I scare you?,fear
3737,@GreensACT @ShaneRattenbury @carolinelec what about #publictransport to &amp; from #CanberraAirport. Most cities have. Mr Barr very #coy on.,fear
3738,@eugenelaverty @WorldSBK all the best Moto GP is loosing a very talented rider ,fear
3739,@BBHOH #terrible Paul so deserved that win!!! #movie #ChildrenOfMen.\n\n#cages  #refugees,fear
3740,@LFC What an awful team,fear
3741,@TiganVarcolac &lt; feel this precious pleasure. 'Harder..' He whispered almost breathless and his index finger stroked along his waistband &gt;,fear
3742,@WunderlistHelp are you guys still down? When can we go up? ,fear
3743,I remember when Rooney wanted to leave United and the fans threaten to kill the man and bare junk... wanna regretting that now? 😂😂,fear
3744,"Walk right through them! See way past them, and don't even hesitate running them over.",fear
3745,Check out @VovimPrgel - From Scotland #gamer #YouTuber #vlogger #designer #animator #artist. TY for following The Wake  #horrorfilm,fear
3746,#smackdev #ptp #start word,fear
3747,never afraid to start over,fear
3748,@Netflix_ME penny dreadful season 3?,fear
3749,STAY JADED everyone is ,fear
3750,oh yay old scientist builds himself a robot assistant and makes it look like a hot naked woman nothing alarming here,fear
3751,No red card for Gordon there? The ref must be a Celtic fan as that was a shocking challenge.,fear
3752,"@humeraslam @MehrTarar @sherryrehman , yes, already he spoke so many lies with timid body language. Baluchistan could have been his own trap",fear
3753,@BBCTomEnglish @TimesSport And the dreadful Franglaise.,fear
3754,@smb_ryan @Kamper10 I couldn't care less about #GOTHAM. I haven't watched it since the mid point of season 1. ,fear
3755,They used to laugh at her coz she couldn't afford a junky now they stare in awe while she is winning.,fear
3756,@AlanAlanconway Same it's good but not great.Don't Breathe is the horror film of the month for me. My Fav horror film of the year (so far),fear
3757,@SportsTraderIT Madrid is playing awful and no modric but 90 minutes in Bernabéu stadium are so so long. Viallreal never won there,fear
3758,@97_aleix having a terrific game and not at all fazed #MCFC,fear
3759,@corruptmelon now im feeling the ,fear
3760,No we didn't just bully our professor to move the Chem quiz to Monday 😂,fear
3761,@OC_Transpo some weeks there are no problems but this week is unbelievable -- are you guys even running regular 12 buses?  #solate,fear
3762,#terror @sjdonghaev i love you,fear
3763,"@SalmonDelicious @bigdickkishibae I lost it at 18. Like, really not a big deal. Don't worry about trivial shit like that.",fear
3764,Going to get myself a copy of @StephenKing's CUJO for an upcoming project that I can't talk about just yet.  #amwriting,fear
3765,"Regardless of your age or station in life, it all comes down to one simple truth: you just have to #start. - Jon Acuff #inspiring #quote",fear
3766,@STLouis_RamsFan their whole team is limited when they're on the field. ,fear
3767,It was an #amazing #start to the first #fall  day. Will it be an #Indiansummer,fear
3768,Oh I get i see it's #TexasTech playing tonight not the #Texans #TNF #texansarebad ,fear
3769,This maybe a new start but it will always be align with the end. #start #forward,fear
3770,"Don't let fear hold you back from being who you want to be. Use it's power to push you towards your goals. No more fear, just action. #fear",fear
3771,"@astockeyWTAE @SonniAbatta she is terrific at her job, where is she headed-- I missed that?",fear
3772,@JasonBHampton it's Bowers. I went and drove it for a while this evening ,fear
3773,@RockSolidShow @Pat_Francis #revolting cocks if you think I'm sexy!,fear
3774,"How is that in 2016, a 757 airplane does not have WiFi...ridiculous. #AmericanAirlines #americanairlinessucks #AATeam ",fear
3775,Watched tna for the first time in a long time what the hell happened to the #hardyboys #impactonpop #wwe ,fear
3776,"My interview went well today, I can't wait to find out what happens.  #excited #interview #jobinterview",fear
3777,Fewer and fewer good horror offerings from Hollywood every year. Or have I just gotten too old for this shit?,fear
3778,I delete numbers so quick with no hesitation,fear
3779,@1NatalieMaines Can you imagine being the person who has to spray tan him? ,fear
3780,"After Nawaz Sharif's speech on terrorism, Kejriwal is expected to talk on Governance.",fear
3781,"“ Less sugar, more fruit.\n Less soda, more water.\n Less worry, more sleep.\n LESS WORDS, MORE ACTION.”",fear
3782,"Don't let fear hold you back from being who you want to be. Use it's power to push you towards your goals. No more fear, just action. ",fear
3783,induction day tomorrow for pizza express ,fear
3784,Lady gaga fucking followed i have been waiting for this day for ages it fucking happened im shaking thank you so much @ladygaga ❤️,fear
3785,@STLouis_RamsFan their whole team is limited when they're on the field.  #terrible,fear
3786,@siomo @NEWSTALK1010 20 says he gets reelected..... #be ,fear
3787,"@cstonehoops Gonzaga not listed in the article but at 65/1 they have tremendous value, they are top10 team for sure, got everything you want",fear
3788,wonder if at any point #BobMarley ever actually became #afraid of just how #high he'd gotten. :o #420,fear
3789,new tires &amp; an alarm system on my car. fwm now!,fear
3790,Good Morning!!!\n\n #leadership #healthcareIT #socialmedia #connector #ceo #writer #AI #EQ #security #bigdata #Growthhacking #tech ,fear
3791,Unbelievable from McDavid and Matthews. Lundqvist can do nothing but shake his head #WCH2016,fear
3792,@CSTrey4 thanks brotein shake 😈😈😈,fear
3793,".@SimonNRicketts if you don't know what a patronus is, I don't think we should have to tell you ",fear
3794,"Hopefully I'll get this Best Buy job, and officaly #start my #streaming #career , working towards doing something I love #1DayAtaTime",fear
3795,Everything you’ve ever wanted is on the other side of fear. –George Addair #ThursdayThoughts #yourpushfactor #fear #life #quote,fear
3796,"If you truly want more of God in your life, it requires letting go of some of the old things, to allow new things to flourish. #stop #start",fear
3797,"@darwinwatersons @pennyfitzger31 @gumballwatter15 ok but why tomorrow a horrible day, my day was great!",fear
3798,@madihayousufzai Please DM your concern,fear
3799,It's better to be wetter than it is to be dry' jesus christ Val don't be shy hen 😂😂 #GBBO,fear
3800,"$8 million in box office doesnt do this movie justice. Political or not, #SnowdenMovie is a terrific thriller and love story. @Snowden",fear
3801,Thoroughly enjoying AHS tonight. #ahs #horror #americanhorrorstory,fear
3802,@jessespector @nasboat old rich white religious guy supports republicans. Not shocking at all.,fear
3803,Swear all of my guy friends are scaredy cats. You don't do horror movies. You don't do haunted houses. Wtf do you do then?,fear
3804,@ntfc watched the cobblers loads this season how is gorre a pro footballler terrible,fear
3805,"Everywhere I go, the air I breathe in tastes like home.' - @The_Currys #restless",fear
3806,Everything you’ve ever wanted is on the other side of fear. –George Addair #ThursdayThoughts #yourpushfactor  #life #quote,fear
3807,Ramos with his ground shaking headers..😏,fear
3808,"@OnyxFlare25 She chuckles, shaking her head. 'No...I just have a really vivid imagination, I guess. It happens when you meet someone&gt;",fear
3809,How in the world did Nicole beat Paul?!?! #terrible #bb18 #BBFinale What was the jury thinking?? 😳😳😳,fear
3810,My view of the human being is as a dynamic expression of the Cosmos we exist within #humanism ,fear
3811,"@keprdad  BTW, George W Bush left office in ,09. We have had terrific leadership under Barack Obama. Keep America Great.",fear
3812,What's the most important thing you need to accomplish today? #onlinemarketing #solopreneur #start up #success,fear
3813,I'm curious to know just how much money the original Air Bud made to justify the continuation of these awful sequels and spinoffs.,fear
3814,@DreKnott You've got tremendous range.,fear
3815,"ok, ok.. I know.. my last tweet was #terrible",fear
3816,@NHLexpertpicks @usahockey USA was embarrassing to watch. When was the last time you guys won a game..? #horrible #joke,fear
3817,"And I would advise that everyone wait to watch @KevinCanWaitCBS ,or actually don't wait, just don't even watch it because it is ",fear
3818,@HoustonTexans just trying to go home tonight? A run on 2nd and 20 and a run on 3rd and 20? That's what champs do... #sike #losers ,fear
3819,"Yo Yo Yo,my name is #DarthVader \nI feel like I need to puff on my inhaler (I'm no rapper but that was some sick bars)  #bars #rap",fear
3820,#nana 4 hoco bc my dream since freshman year awe 😙❤❤❤ @thecandeyman,fear
3821,"@residentadvisor thanks for getting back to me, exemplary customer service for a loyal customer #jk  #residentadvisor #poorservice",fear
3822,Every year I go to universal studios to horror nights as a 3rd wheel lol 😊😂,fear
3823,My goals are so big they scare small minds,fear
3824,if you do me wrong i will not hesitate to block you and cut you out of my life completely 😇 it's one of my greatest talents,fear
3825,Solid starts by #Bozzelli and #BenEvans. Hoping for a good #start !,fear
3826,@SusannahSpot I could pop round ,fear
3827,Step over #fear and rely on #faith!,fear
3828,"@JogglingDroid @BrancoCarmine @Otto_English yeah, #UK was quite the ",fear
3829,"Open to suggestions on a good #horror movie. Just saw 31 and It follows recently, dug both. Gimme something good. #movienight #netflix",fear
3830,Research has determined 70% of #laughter is actually .,fear
3831,I like cycling because I get to intimidate people with my powerful calves &amp; horrendous tan lines.,fear
3832,"@washingtondc @NMAAHC That is Noah Ark, it's a terrific design.",fear
3833,"@PanicAtTheDisco hey, y'all announced it like immediately after I asked. Nice. Thanks y'all ",fear
3834,"In my room 101 would go  Russell Howard,Tom Odell,Michael Buble!!! #pants #nogood ",fear
3835,"@___margs @juliana_f_reyes Hey Michael! Thanks for following up, yeah I think you'd be a terrific contrib. Looping in assoc ed Juliana",fear
3836,im what a 90s tv bully would call 'a nerd' but i would rather shove one thousand nickels into my right earhole than go to new york comic con,fear
3837,You have a #problem? Yes! Can you do #something about it? No! Than why #worry,fear
3838,@TheOnlySweeney their slogan should've been #start instead of #finish,fear
3839,@Oooooo_Donna @sturgishigh @politicususa   @CNN took its first baby  step now let's hope they will start running,fear
3840,"The radio just told me Lady GaGa is going country, which is like if the Beatles decided to do opera singing for their final albums ",fear
3841,This week's Massacre Theatre pert by @LarsenOnFilm is the first one I can think of that requires subtitles. ,fear
3842,@Gibberman10 @ScottHoward42 any of y'all remember when MLB tried a futuristic jersey those were all ,fear
3843,"Show your new job you're not #afraid of new tasks. Take on a #project, be brave, make an #impression. #WorkTiveTruth",fear
3844,Action is the foundational key to all success ~Pablo Picasso #inspiring #quote #action #hustle  #dosomething #success,fear
3845,@DailyJoshleen KA- like the start of cake and then Like saying C - if that makes sense 😭😂,fear
3846,@RobdotThom @sulphurhoops in fact they need to start making all holidays! Maybe even e dry month pick a theme so we can have them all year,fear
3847,81' Goal scorer Vidar Kjartansson comes off in favor of Dor Micha! Another terrific performance by @Vidarkjartans #YallaMaccabi,fear
3848,Round 2  #pcola,fear
3849,"Everywhere I go, the air I breathe in tastes like home.' - @The_Currys ",fear
3850,"Jorge deserves it, honestly. He's weak.  #90dayfiance",fear
3851,Not sure that men can handle a woman that's got her crap together.  #independent,fear
3852,@GSchwartz_ it wasn't a joke . ,fear
3853,Don't be so shy #nl,fear
3854,Ladies and gentlemen\nAfter the tremendous success of #PanamaLeaks\nNow presenting #BahamasLeaks 😂,fear
3855,Don't be afraid to give up the good to go for the great. - John D. Rockefeller #quote #inspiration #afraid #great #motivation,fear
3856,Pretty excited for American horror story tonight,fear
3857,@mackenzian yes! That was my one qualm. These are deeply theological issues we're engaging theologically.,fear
3858,"Aberdeen st Johnstone, let's see who can punt it the furthest ",fear
3859,"Jorge deserves it, honestly. He's weak. #revolting #90dayfiance",fear
3860,At the end of the day I know that my kids will never worry about me leaving them 💕,fear
3861,I really wanna go fright night at Thorpe Park next month 👻,fear
3862,"Fear blocks blessings, faith unlocks them. #ManUp  #faith",fear
3863,Anyone else find @Microsoft 'anniversary windows 10 update 1607' a Complete ,fear
3864,I was having a good dream.. and then my alarm went off,fear
3865,Huns are like a box of coffee revels ,fear
3866,@LakersTakeover it ain't that serious. #HOUvsNE  #igotbetterthingstodotonightthandie,fear
3867,"And I would advise that everyone wait to watch @KevinCanWaitCBS ,or actually don't wait, just don't even watch it because it is #awful",fear
3868,@lindseylouwho_ be nice if the Texans could hold onto the ball to give fuller and Hopkins a chance!!!  #TNF,fear
3869,bout to read this article 'Moving the Conversation Forward: Homosexuality &amp; Christianity' from someone in the foursquare church ,fear
3870,@Burnt_Out_Darth @theaterofscifi thanks. ,fear
3871,Don't let the behavior of others destroy ur inner peace.' -Dalai Lama @OWNTV #healing #depression  #intuition #meditation #book,fear
3872,@hotpatooties more like quickie divorce ,fear
3873,"@Max_Kellerman  it also helps that the majority of NFL coaching is inept. Some of Bill O'Brien's play calling was wow, ! #GOPATS",fear
3874,"If you think you're good to go already, don't worry about it.",fear
3875,"Yo Yo Yo,my name is #DarthVader \nI feel like I need to puff on my inhaler (I'm no rapper but that was some sick bars) #breathless #bars #rap",fear
3876,"ok, ok.. I know.. my last tweet was ",fear
3877,"It's a good day at work when you get to shake Jim Lehrer's hand. Thanks, @keratx! Still kicking myself for being to shy to hug @mcuban.",fear
3878,@CurtisJobling Yes indeed! We know masses of students would be so excited to see you! We need to get this sorted! #haunt,fear
3879,".@REDBLACKS’ Chris Williams: 5 yards shy of joining 1,000-yard club. Bowman (1,279), Walker (1,168) &amp; Roosevelt (1,095) already there. #CFL",fear
3880,@Coyblake6 @ChloeCramphorn hahahaa you know coy!,fear
3881,Ellie from @myspanishboots is here to answer your questions! Don't be shy - she loves talking about #equestrian fashion ;-) #equestrianhour,fear
3882,Enjoyed seamlessly setting my #alarm using #okgoogle #Nougat. Just tell #Okgoogle what to do and she does it. #PersonalAssistant,fear
3883,Don't be afraid to give up the good to go for the great. - John D. Rockefeller #quote #inspiration  #great #motivation,fear
3884,@JoeFahezy I could of told you that one lmfao 😂 Then old niggas get wasted and start fucking around,fear
3885,"I have learned over the years that when one's mind is made up, this diminishes fear. –Rosa Parks #quotes #motivation",fear
3886,Just want to be a dad so i can play kick the baby with my little one #southpark #mellogang  #edm #plur #dad #djlife #dj #producer,fear
3887,"I like the commercial where @kohara19, on a chocolate milk bender, steals a soccer ball from some guys and refuses to give it back. ",fear
3888,@BigDaddyx47 awe I'm sorry! I have 2 dogs 3 cats &amp; a snake,fear
3889,"If you truly want more of God in your life, it requires letting go of some of the old things, to allow new things to flourish. #stop ",fear
3890,It's not always how you #start it's how you #FINISH,fear
3891,My mind always seems to work its best at night ,fear
3892,I'm excited for the #FirstDayofFall &amp; the rest of the season. I have 2 #Halloween #scare events I'm covering for @ThrillzCo in the next week,fear
3893,^^^^^\n//Don't worry if your character is already taken. The RP I'm looking for is a non couple forming RP. Just a fun loving haunting.//\n^^^,fear
3894,@Zen1dfabflake You are all our angelic comrades! ,fear
3895,@DemPhillyEagles @StonedPhillyFan @CraigfromCincy don't ever compare those scrubs to ben..he'll shake off your whole DL and throw a td #7,fear
3896,@NativeApprops @SBShear @HuffingtonPost Shew. That was ,fear
3897,Profit are from 5-20% per day to 100-300% per month.Don't hesitate to contact us for the more results! info@fxventury.com,fear
3898,Hey no turn over after a kick - way to go Texans!  Way to go! #Texans  #noheart,fear
3899,@pixietangerine @hatersbackoff im so exited!! I am shaking so much 😍😍 and im so pround of Colleen and the fandom! Everyone is amazing 😍,fear
3900,"@frecklybellamy the walking dead, mr robot, american horror story, merlin",fear
3901,"@eclecticbrotha Thanks, big bro. It's shake and bake and you helped.",fear
3902,shake fries,fear
3903,@aidankerrpol I think you should do. Get the fashion police involved. ,fear
3904,#GetSmartWithARQ is a smart way to start investing and #whiteicenetwork is smart source 2 #start #skilled #manpower #recruitment for ur firm,fear
3905,Action is the foundational key to all success ~Pablo Picasso #inspiring #quote #action #hustle #start #dosomething #success,fear
3906,#start ur day wit a smile\n#buviobby,fear
3907,Ready for my sweet princess to arrive. I'll he 37 weeks this Saturday! #excited ,fear
3908,"@turoturok  We're glad to hear that everything is resolved. If you need anything else, please do not hesitate to reach out to us.  TY!",fear
3909,@NHLexpertpicks @usahockey USA was embarrassing to watch. When was the last time you guys won a game..?  #joke,fear
3910,So is texting a guy 'I'm ready for sex now' considered flirting?' ,fear
3911,@CurtisJobling Yes indeed! We know masses of students would be so excited to see you! We need to get this sorted! ,fear
3912,Not setting an alarm to nap &gt;&gt;,fear
3913,@tannerfox awe cnt wait to see,fear
3914,This is a terrific university-a unique university..Athabasca University has become a part of my head &amp; a part of my heart' Peter MacKinnon,fear
3915,@FraserKeegan just had a steak pie supper #tremendous,fear
3916,"mattmilne76 Thank you for letting us know!  Please do not hesitate to contact us in the future, if our assistance is needed. Thank you!",fear
3917,"Study finds #awe &amp; #wonder of something greater than self, leads to #creative boosts of expansive thinking. @outsideonline #write #thoreau",fear
3918,Some serious hip shaking going on tonight 😜,fear
3919,It's so funny cause Cooper's going to go farther than the people who bully her,fear
3920,@casillasbreanna awe thanks girl 😊😊,fear
3921,Can't start a good day without a cup of tea! \n\n #tea  #day #goodday,fear
3922,Thoroughly enjoying AHS tonight. #ahs  #americanhorrorstory,fear
3923,should I #start posting #photos?,fear
3924,I can be so shy but once I come out of my shell that's it 😂,fear
3925,@BelieveInBlue18 awe thanks! Couldn't be doing it without all your help and support and that amazing encouragement!💕😘🙌🏻,fear
3926,My view of the human being is as a dynamic expression of the Cosmos we exist within #humanism #awe,fear
3927,my mom recorded nightmare before Christmas for me 😍😍😍 I LOVE IT 💕,fear
3928,@Sopp97 sorry to upset u madam.If you have got any queries don't hesitate to contact our PR department.In the meantime do you fancy a beer?,fear
3929,@Marissa_Frost @NevAmore_MFC awe I love you twooo!!! come adventure with me someday!,fear
3930,"Ha! @mquirk @joshuahoodbooks Got your book after our 'meeting' at the Starbucks in NOLA. If Josh says it's terrific, I'm all in.",fear
3931,@Zen1dfabflake You are all our angelic comrades! #flutter,fear
3932,Lets start there,fear
3933,When you make a great tasting shake and no words can describe it!😃👌🏻 #shake #herbalifenutrition #tastesogood #nowords,fear
3934,"It's simple I get after two shots of espresso 'Grande, decaf, 130 degrees soy americano with extra foam' #barista ",fear
3935,"I polished my nails, but can't find the polish remover. It look like a 3yr old polished my nails lol ",fear
3936,"#rocklandcounty get to ravis in suffern, ny. Great food, new #chef, terrific atmosphere. Say 'twitter' to server and get free #appetizer",fear
3937,When you make a great tasting shake and no words can describe it!😃👌🏻  #herbalifenutrition #tastesogood #nowords,fear
3938,Jeans with fake pockets ,fear
3939,Georgia Tech's Secondary is as soft as a marshmallow. ,fear
3940,@bothsocial Thanks for the follow! Hope you’re having a terrific day!,fear
3941,Can't start a good day without a cup of tea! \n\n#tea #start #day #goodday,fear
3942,"@veroicone my typical shake is ~100g banana, 1c almond milk, 1tbsp chia and protein. Sometimes I add PB2 or ice or other fruit.",fear
3943,i've been rooting for him since the beginning  #BB18,fear
3944,@TayerleLyle awe thank you so much Lyle!! You're the best!😀😀,fear
3945,"Don't #worry if you're not the best , if you are doing something you #love , you're heading in right direction ...",fear
3946,That goes the ,fear
3947,Pull over #tonight and make your car #shake 😋💦,fear
3948,@Melanie_Pierce @HunterHayes awe ain't he a sweetheart? He's adorable! 😊😍❤️,fear
3949,@FraserKeegan just had a steak pie supper ,fear
3950,@annalisewrobel_ awe thank you so much love 💕,fear
3951,Omg he kissed her🙈  #w,fear
3952,"@theclobra lol I thought maybe, couldn't decide if there was levity or not",joy
3953,Nawaz Sharif is getting more funnier than @kapilsharmak9 day by day. #laughter #challenge #kashmir #baloch,joy
3954,Nawaz Sharif is getting more funnier than @kapilsharmak9 day by day.  #challenge #kashmir #baloch,joy
3955,@tomderivan73 😁...I'll just people watch and enjoy a rare show of optimism,joy
3956,I love my family so much #lucky #grateful #smartassfamily  #love,joy
3957,I love my family so much #lucky #grateful #smartassfamily #hilarious #love,joy
3958,"@Casper10666 I assure you there is no laughter, but increasing anger at the costs, and arrogance of Westminster.",joy
3959,"If any trump supporters and Hillary haters wanna chirp some weak minded, pandering liberals just tweet at @EmmyA2 @snickerfritz04",joy
3960,Google caffeine-an sprightly lengthening into the corridor re seo: WgJ,joy
3961,"This tweet is dedicated to my back pain, which I do not understand because I am youthful and spry. Full of life. Vivacious.",joy
3962,@Bluebelle89 @lsmith855 liking the optimism,joy
3963,"Be it a rainy day, be it cheerful sunshine, I am a Prussian, want nothing to be but a Prussian.:|",joy
3964,@Gronnhair @buryprofs @DittoBistro it was indeed lovely and the team were incredibly attentive and on the ball. Cheese was a lively gesture!,joy
3965,"@Geminiak @LondonNPC you're welcome! #wordgeek \nAlso, good to put a face to the twitter feed, even if it was only a cheery hello! 😀",joy
3966,"...at your age, the heyday in the blood is tame...' @TheArtofCharm #shakespeareaninsults #hamlet #elizabethan #williamshakespeare",joy
3967,i was so embarrassed when she saw us i was like knvfkkjg she thinks we're stalkers n then she starts waving all cheerfully inviting us in 😩,joy
3968,"Good #CX most often doesn't require all that much. #smile, #care, #relate and be #helpful. Thanks, Lakis Court Hotel in #cyprus",joy
3969,4-2 Canada final tomorrow #WCH #Predictions #optimism #Canadian 🇨🇦,joy
3970,I turn 25 in two weeks. I am so happy. 24 was my darkest year yet. I am elated that I survived,joy
3971,"TheNiceBot: IndyMN I thought the holidays could not get any more cheerful, and then I met you. #TheNiceBot #الخفجي",joy
3972,The smell of freshly cut grass didn't even cheer me up...boy oh boy,joy
3973,@NateBLoL no it was that clear American naturally flavored sparkling water,joy
3974,"A cheerful heart is good medicine, but a broken spirit saps a person's strength.' {Proverbs 17:22} #WednesdayWisdom",joy
3975,Somebody who has braved the storm is brewing. #cheerful,joy
3976,Somebody who has braved the storm is brewing. ,joy
3977,"Ready for that nice, breezy, calm, sunshine weather.🍂🍁 #Autumn",joy
3978,"it gets better. without explanation; you just wake up one morning and you’re just happy, totally and utterly elated.",joy
3979,"Imagine how sad LA fans are gona be when they get eliminated...Man that's gonna be Nirvana, a religious experience rejoicing in their misery",joy
3980,Heather that was #hilarious! @MsHeatherBates @pattonoswalt @chrishansen #AnthonyWeiner #15gets20 #NYC,joy
3981,Val reminds me of one of the cheerful witches that looks after Aurora in Disney’s Sleeping Beauty. #GBBO,joy
3982,@GameGrumps THANK YOU SO MUCH FOR COMING TO DETROIT I'm going to sob joyful rainbows now brb,joy
3983,So far ours greet have raised £250 for @HGatChristmas with more to come in #sparkling @CllrJohnFox @simoncotton69,joy
3984,Each day is what you make of it! #goals #challenges #business #goals   #success #photographer #photography #ThursdayThoughts,joy
3985,Each day is what you make of it! #goals #challenges #business #goals #optimism #happy #success #photographer #photography #ThursdayThoughts,joy
3986,"If you don't respond to an email within 7 fays, you wifl be killed by an animated gif of the girl from The Ring.",joy
3987,"It's #HobbitDay! \nHobbit's give gifts on their birthdays, so I'm sharing the gift of #glee today! Find something that makes you happy!",joy
3988,incredible that anthony weiner has been caught chasing a busty milkmaid across a park at double speed while jaunty music plays,joy
3989,"@len_snart Mick nods. 'I would like that.' He went back to his food, smiling as he finished it.",joy
3990,@yungdoujin wouldn't that basically be sparkling water,joy
3991,"I'm absolutely in love with Laurie Hernandez, she's so adorable and is always so cheerful!",joy
3992,@HunterDean_ [he gives a gleeful squeak and wraps around you] All mine!,joy
3993,"@diehimbeertonis She developed her 'forced smile'. I can force myself to describe it 'a little hearty maybe, sanki biraz':)",joy
3994,"When we give cheerfully and accept gratefully, everyone is blessed. »Maya Angelou",joy
3995,A #new day to #live and #smile. Hope all the #followers a nice #night or #day. :D,joy
3996,"@DocBellsSwan *peers down at you, eyes crinkling with mirth and affection* I do love ye so, my bonnie Belle.",joy
3997,@bruins_514 @gorddownie @thehipdotcom It would be #TragicallyHip if they can #help @TOYSFORASMILE make #hospitalized  #sick #kids #smile 😊✌❤,joy
3998,Chris would take full responsibility and would want us all to rejoice in the memories we all had with him.,joy
3999,@Communism_Kills i get the subway melt and make sure it's only hearty italian bread... black olives are a must though,joy
4000,@hesham786 that's the spirit #optimism,joy
4001,@hesham786 that's the spirit ,joy
4002,"If yiu don't respond .o an email within 7 days, you willxbe killed by an animated gif of the girl froa The Ri.g.",joy
4003,@harrietemmett great minds think alike. #rejoice,joy
4004,@harrietemmett great minds think alike. ,joy
4005,Dolores.' A thin lipped smile graced glossed lips as she let blues peer over at the woman. ' A constant delight.. As always.',joy
4006,"@airtelindia have some issues with my broadband bill ,I am charged for the month before I signed up with airtel.. #hilarious",joy
4007,"@airtelindia have some issues with my broadband bill ,I am charged for the month before I signed up with airtel.. ",joy
4008,@Bridget_Jones was joyous. Worried I would be disappointed. Most definitely was not. #chickflick #giggles #comethefuckonbridget,joy
4009,Metal keeps you young and spry and keeps your hair luxurious.\n\nYES\n\nSHUT UP AND LISTEN TO ME,joy
4010,I hate it when im singing and some idiot thinks they can just join in with me like...this is not fcking glee #MeanRikonaBot,joy
4011,@chencouture LMAO Is it that 'so slutty' hater girl? That video was hilarious. 😂,joy
4012,@MichiganBromo Good optimism sir :),joy
4013,@billie21806 @cnnbrk tell that to your bodies cheering on the deaths of black people by cops. their fear is killing us.,joy
4014,@MacDsmash you should get some @SSB_Swedish delight,joy
4015,@kwelbyroberts they will come and you will rejoice at their arrival.,joy
4016,[Moment of levity on the B41] Baby: I want ISIS! Give me ISIS!\nMom: Shh!\nBaby: I want ISIS!\nWest Indian woman: She wants what?\nMom: *Ices*.,joy
4017,@tomlinmayniac starting my new challenge ! A glee poll every day !,joy
4018,How can l rule my mind !!!!!! \nIt's hilarious that you can't 😭😑😮,joy
4019,A lifetime of laughter at the expense of the death of a bachelor,joy
4020,"Our tone of voice: we're like One Direction, we're thoughtful and timid, yet playful",joy
4021,Sioux Valley wins home competitive #cheer invite with a score of 158. ...Dell Rapids second at 138,joy
4022,Tutoring gives me such an exhilarating feeling. I love helping people 😌,joy
4023,"@PhilGlutting Hey There Phil Glutting thank you for following us, it's appreciated :) #smile",joy
4024,"@PhilGlutting Hey There Phil Glutting thank you for following us, it's appreciated :) ",joy
4025,It feels good to get outside for a minute and get some fresh air.  It's hard to stay cooped up inside all day #breezy,joy
4026,It feels good to get outside for a minute and get some fresh air.  It's hard to stay cooped up inside all day ,joy
4027,@r0Ils ppl get triggered over u smiling they're irrelevant,joy
4028,@GigaFag @pipertownsend_ snapchat new would beg to differ #optimism,joy
